deceptive,hotel,polarity,source,text,clean_text
truthful,james,negative,Web,"My in-laws booked a one night stay for New Years Eve for the two of us to stay at the James. To be brief there were a few things wrong with our stay which will prevent us from returning and advising our friends not to stay there. 1) Shoddy construction of room fixtures: ceiling light was missing leaving a fist-sized hole with wires exposed, BOTH towel racks fell off the wall without being touched, and bathroom door often came off it's sliding mechanism with gentle use. 2) When we reported these problems, employees simply put the towel racks back on the wall without properly adhering them to the wall. 3) Upon check-out, they did not have record of my in-laws paying for our stay, though it was noted on our reservation that they had made it for us. We had to pay for our ($300) gift and the in-laws were extremely upset. When we wrote a letter to management (as a manager was not available to speak with us when we left) we did not receive an adequate apology.
",inlaw book one night stay new year eve two us stay jame brief thing wrong stay prevent us return advis friend stay shoddi construct room fixtur ceil light miss leav fistsiz hole wire expos towel rack fell wall without touch bathroom door often came slide mechan gentl use report problem employe simpli put towel rack back wall without properli adher wall upon checkout record inlaw pay stay though note reserv made us pay gift inlaw extrem upset wrote letter manag manag avail speak us left receiv adequ apolog
truthful,monaco,negative,Web,"I stayed at the hotel during the Dave Matthews Caravan tour and would come home each night rather dusty/dirty from being at an outdoor concert with 200,000 of my closest friends. I used half a bottle of shampoo the first night. The second night, the staff had not refreshed my bar soap or shampoo. I informed the front desk who made apologies and said they would take care of it immediately. I got home that night with a tiny tiny bar of soap (hand soap) for the bath/shower and they had replaced the shampoo in its original place, nicely displayed, but with the EXACT SAME bottle of shampoo that was now 1/8 full. Yeah!! The hotel is in a great location to Navy Pier and Michigan Ave....I'll grant them that....but that's where their 'pros' end. I'd rather stay at a Hampton Inn. I would not recommend this hotel to anyone.
",stay hotel dave matthew caravan tour would come home night rather dustydirti outdoor concert closest friend use half bottl shampoo first night second night staff refresh bar soap shampoo inform front desk made apolog said would take care immedi got home night tini tini bar soap hand soap bathshow replac shampoo origin place nice display exact bottl shampoo full yeah hotel great locat navi pier michigan aveil grant thatbut that pro end id rather stay hampton inn would recommend hotel anyon
truthful,sofitel,negative,Web,"We stayed here because of the enthusiastic positive reviews on Trip Advisor and Yelp. We might have had a one in a million experience, but we: - were served a hairy salad (a long black hair held a lettuce leaf hostage); - considered our guest room tiny; - could not submerge a thigh, much less a body, in the tub (we're not obese and we're not Dexter); - endured a broken air conditioner for days (it couldn't be repaired); - experienced the delight of an inexplicably broken toilet (they fixed it that day). On a positive note, the tea from room service tasted delicious, employees were abundant and friendly, the location is great, and it's very easy to get a taxi. In the future, I would reluctantly stay here for business. I would not stay here for pleasure. I think a 20-something who hasn't traveled much would appreciate this hotel more than a seasoned traveler would...as a friend said to me today, 'Oh, the Sofitel? That's the Hilton of France.' I agree.
",stay enthusiast posit review trip advisor yelp might one million experi serv hairi salad long black hair held lettuc leaf hostag consid guest room tini could submerg thigh much less bodi tub obes dexter endur broken air condition day couldnt repair experienc delight inexplic broken toilet fix day posit note tea room servic tast delici employe abund friendli locat great easi get taxi futur would reluctantli stay busi would stay pleasur think someth hasnt travel much would appreci hotel season travel woulda friend said today oh sofitel that hilton franc agre
truthful,sofitel,negative,Web,"I was surprised by the fact that there were no extra sheets or blankets to make up the hide a bed. I called the desk and asked for some and they said that I couldn't have any and that only the maid could come and set up the bed. My husband was ill and I wanted the bed set up so I wouldn't disturb him. but they were un moved and wouldn't bring the sheets. I ended up sleeping on the mattress with bath towels over it and another bath towel as a blanket. They could have given me a set of sheets and a blanket, I didn't pay that much a night to sleep on a bare mattress. Seriously! Lack of concern for the customer.
",surpris fact extra sheet blanket make hide bed call desk ask said couldnt maid could come set bed husband ill want bed set wouldnt disturb un move wouldnt bring sheet end sleep mattress bath towel anoth bath towel blanket could given set sheet blanket didnt pay much night sleep bare mattress serious lack concern custom
truthful,sofitel,negative,Web,"We stayed at the Ritz Carlton two weeks prior, and in comparison the Sofitel does not come close. With the deal the Ritz Carlton is putting on right now, stay two nights...get one free, choose the nicer option! Pros: Room Service: Quick! 15 minutes tops. Bathroom: Large bathroom with a separate shower and tub. Lobby: Very impressive, and the doormen are on top of opening the doors and hailing a cab for you. Location: Close to the train station and MI Ave. Cons: NO TOP SHEET! We asked the others at the conference, they confirmed...there is no top sheet. You just sleep with the duvet cover over you. Room: -Small, and not a fan of the modern decor. -Broken closet door, the bottom track was bent. By the last day my husband removed the closet door completely so I could get to my things. -Barely any storage: closet was teeny tiny anyways, almost no bigger than a tall locker, only the top drawers of the nightstands open. -Shower: Horrible water pressure. -The cleaning staff did not replace shampoo, soap, etc. Had to call the front desk, and they delivered within 10 mins. -The cleaning staff did not replace our duvet cover during the three nights we were there, realized this as I still noticed a stain we made the first night. I made sure not to leave the 'save the water' card out. They changed our towels, but not the bedding??? -Our room was at the end of the hall across from where the staff enter, and you could heard that door slam shut all hours of the day. -They charge for Wi-Fi! -You can change the settings on the tv...brightness, etc.
",stay ritz carlton two week prior comparison sofitel come close deal ritz carlton put right stay two nightsget one free choos nicer option pro room servic quick minut top bathroom larg bathroom separ shower tub lobbi impress doormen top open door hail cab locat close train station mi ave con top sheet ask other confer confirmedther top sheet sleep duvet cover room small fan modern decor broken closet door bottom track bent last day husband remov closet door complet could get thing bare storag closet teeni tini anyway almost bigger tall locker top drawer nightstand open shower horribl water pressur clean staff replac shampoo soap etc call front desk deliv within min clean staff replac duvet cover three night realiz still notic stain made first night made sure leav save water card chang towel bed room end hall across staff enter could heard door slam shut hour day charg wifi chang set tvbright etc
truthful,sofitel,negative,Web,"This hotel is totally overrated. Yes, the location is awesome, but there are plenty of other nearby hotel options. The customer service, or lack thereof, was particularly disappointing. Why are they paying anywhere from 2 - 8 doormen yet none of them can ever actually open the door for a lady? Even when her hands are full. The housekeeping staff couldn't figure out our preferences even after we left them a daily note explicitly stating such along with a tip -every day. Why ask what newspaper we want with our morning room service when you don't bring it anyway. As stated previously, the location is great. Location, however, does not make up for the complete lack of customer service and inattentiveness from staff. I would not stay here again.
",hotel total overr ye locat awesom plenti nearbi hotel option custom servic lack thereof particularli disappoint pay anywher doormen yet none ever actual open door ladi even hand full housekeep staff couldnt figur prefer even left daili note explicitli state along tip everi day ask newspap want morn room servic dont bring anyway state previous locat great locat howev make complet lack custom servic inattent staff would stay
truthful,monaco,negative,Web,"My wife and I brought our daughter downtown for a blowout 'American Girl' Weekend and chose the Monaco because of it's glowing reviews. We arrived late and maybe that's when they put out their second-stringers, but we felt unwelcome by the desk staff--like we were an intrusion. I'll never understand this--they're in the hospitality business and they're inhospitable! (This is getting picky, but the reception desk which is cleverly designed to look like a vintage Louis Vuitton trunk needs some maintenance. The repeated 'HM' initials are peeling off--looks like they used rub-downs where they should have silk screened for durability). When we got to our room we found the maid's ratty work shoes at the foot of the bed (yuck!). I'm still trying to figure out that scenario. There were no ashes--so I've ruled out spontaneous combustion. Also, to the disappointment of my daughter, the much-advertised goldfish was MIA. The bellhop (who apologized for the shoes) explained that they take away the fish when they turn down the bed '...is that OK?' he said. I think the proper response at a hotel like this would have been to bring up a stinking 35C/ fish to make a tired 5-year-old happy. On the up side, the rooms are nice and have an over-the-top decoration that my daughter loved ('I'd like to live here!' she said). The bed is VERY comfortable--my wife wants the same brand now. The bathroom is nicely appointed with quality materials and good strong shower--except for the cheap fall-apart-while-you're-using-it toilet paper. Come on Kimpton! How much can a decent roll cost? The view towards the river is great (try to get one) and my daughter loved the upholstered wide ledge by the window--she closed the curtains and was in her own 'club house' watching the world go by from from high above the city. In short: very nice hotel--desk staff at night could be nicer (wouldn't cost anything and would have made up for the maid's shoes!)
",wife brought daughter downtown blowout american girl weekend chose monaco glow review arriv late mayb that put secondstring felt unwelcom desk stafflik intrus ill never understand thistheyr hospit busi theyr inhospit get picki recept desk cleverli design look like vintag loui vuitton trunk need mainten repeat hm initi peel offlook like use rubdown silk screen durabl got room found maid ratti work shoe foot bed yuck im still tri figur scenario ashesso ive rule spontan combust also disappoint daughter muchadvertis goldfish mia bellhop apolog shoe explain take away fish turn bed ok said think proper respons hotel like would bring stink c fish make tire yearold happi side room nice overthetop decor daughter love id like live said bed comfortablemi wife want brand bathroom nice appoint qualiti materi good strong showerexcept cheap fallapartwhileyoureusingit toilet paper come kimpton much decent roll cost view toward river great tri get one daughter love upholst wide ledg windowsh close curtain club hous watch world go high citi short nice hoteldesk staff night could nicer wouldnt cost anyth would made maid shoe
truthful,hilton,negative,Web,"It's not a bad hotel. It's just so...disappointing. As a Diamond member, I expect slightly more than a room with two double beds with no view. I'm not distraught over this, but come on. Ditto the continental breakfast in the executive lounge, which has nothing but fattening pastries, bagels and cereal. Low-level Hampton Inns have a free breakfast that puts this to shame. And what's with the lounge not opening until 6:30am? Business travelers often need to be GONE by 6:30, not sitting down to their meager breakfast. The in-room wifi is a pain to access, and I somehow got stuck with the $19.99 plan even though I selected the basic plan. (Don't get me started on how a $89/night Hampton Inn can offer free wifi and a full-service Hilton & Towers seemingly can't...). Finally, what's with the two bathrooms per one hotel room? It's an unseemly waste of space, especially when the rooms are so meager. And the gold-plated bathroom fixtures scream 1992, not 2009, as does the picture-tube TV (vs. flat panel). Overall, this is a huge disappointment over which Conrad should be ashamed.
",bad hotel sodisappoint diamond member expect slightli room two doubl bed view im distraught come ditto continent breakfast execut loung noth fatten pastri bagel cereal lowlevel hampton inn free breakfast put shame what loung open busi travel often need gone sit meager breakfast inroom wifi pain access somehow got stuck plan even though select basic plan dont get start night hampton inn offer free wifi fullservic hilton tower seemingli cant final what two bathroom per one hotel room unseemli wast space especi room meager goldplat bathroom fixtur scream picturetub tv vs flat panel overal huge disappoint conrad asham
truthful,hilton,negative,Web,"The hotel is very impressive upon entering and the staff was very friendly, however we felt our room was very dated and worn looking. Our air conditioning didn't seem to be working well, but we turned it down and thought that it would eventually... cool off. Our first night was interrupted by a phone call at one A.M. That was a fax, it happened 4 times. By this time we realized that the air was not working again, so after fussing with the controls it did kick on. The next morning I mentioned to the concierge the issues with the phone, but didn't think to mention the issues with the air because it appeared to be working. After being out seeing the sites of Chicago for several hours and being very hot we were looking forward to resting in a cool room before going to a show . Our room was 78 degrees, I called and maintenience did come to check. After determining that the unit needed a motor it was another hour so we did not get to rest in a cool room before going out. I feel an offer should have been made to us by the hotel. Also was very surprised that WiFi was not a free service !! We will not be staying at the Hilton on our next trip to Chicago.
",hotel impress upon enter staff friendli howev felt room date worn look air condit didnt seem work well turn thought would eventu cool first night interrupt phone call one fax happen time time realiz air work fuss control kick next morn mention concierg issu phone didnt think mention issu air appear work see site chicago sever hour hot look forward rest cool room go show room degre call mainteni come check determin unit need motor anoth hour get rest cool room go feel offer made us hotel also surpris wifi free servic stay hilton next trip chicago
truthful,sofitel,negative,Web,"i valeted my lexus and it was returned with a smashed side mirror. They admitted it was their fault, and now they won't pay the $500 to fix it because we can't prove it was not broken before!!! the hotel is wonderful, the rooms are new and nice, but we will never stay here again because of this....Be sure to inspect your car before you leave!
",valet lexu return smash side mirror admit fault wont pay fix cant prove broken hotel wonder room new nice never stay thisb sure inspect car leav
truthful,james,negative,Web,"I recently returned from a trip to Chicago with my husband and baby and another couple and their baby. While the room at the hotel was quite nice we had a very negative experience with the front desk staff including managers. When we arrived it took over an hour to check in. We had requested two rooms on the same floor, which the hotel staff had confirmed a number of times prior to our arrival. When we arrived they could not accommodate us and offered nothing to us to make up for it. Eventually after we persisted they gave us half off for our room for one of the three nights we were there. We also asked the concierge to make us a reservation for brunch at a restaurant that would accommodate 4 adults and two babies in strollers. When we got to the restaurant they had only a reservation for 4 adults and had to make special arrangements to fit the babies in. We also had asked the hotel to make us an appointment for a personal shopper at Bloomingdales in order for us to save time shopping. We filled out forms in advance to direct the shopper and when we arrived for our appointment Bloomingdales advised us that they had only received the applications moments before and had not pulled together our requests. After complaining again to the manager at the hotel of these disappointments she advised that she would send something up to our room to compensate. This 'something' never arrived. We will not be making a return visit to this hotel. While the housekeeping staff, location and room were quite nice the over all experience was very negative.
",recent return trip chicago husband babi anoth coupl babi room hotel quit nice neg experi front desk staff includ manag arriv took hour check request two room floor hotel staff confirm number time prior arriv arriv could accommod us offer noth us make eventu persist gave us half room one three night also ask concierg make us reserv brunch restaur would accommod adult two babi stroller got restaur reserv adult make special arrang fit babi also ask hotel make us appoint person shopper bloomingdal order us save time shop fill form advanc direct shopper arriv appoint bloomingdal advis us receiv applic moment pull togeth request complain manag hotel disappoint advis would send someth room compens someth never arriv make return visit hotel housekeep staff locat room quit nice experi neg
truthful,james,negative,Web,"In the 100 degree heat of a Chicago summer, it sucks if your air conditioner does not work. After 2 maintenance men attempted to rectify the issue I was offered a portable fan which on low speed sound as if a helicopter was hoovering over my room. I requested a room change and a not so polite, unsympathetic night front desk attendant stated that was not possible because the hotel was at capacity. Maybe a manager could help me in the morning. The next day went by and no call was received. At 7pm, I called the front desk. No one was aware of my problem. Approximately 45 minutes later, a manager returned my call and stated a double room was available. I accepted it was glee. Anything was better than a room that does not cool below 78 degrees in the middle of summer. I was paritally correct. The bathroom door of the new room did not close. Thank god my boyfriend and I are past the shy part of the relationship. As for room 1618, I believe I was not the first guest to complain about the air conditioner. What's unfortunate is they continued to place guests into this room. And did not offer any reufunds or perks for my sleepless night in the sauna! This hotel need a major overhaul!!
",degre heat chicago summer suck air condition work mainten men attempt rectifi issu offer portabl fan low speed sound helicopt hoover room request room chang polit unsympathet night front desk attend state possibl hotel capac mayb manag could help morn next day went call receiv pm call front desk one awar problem approxim minut later manag return call state doubl room avail accept glee anyth better room cool degre middl summer parit correct bathroom door new room close thank god boyfriend past shi part relationship room believ first guest complain air condition what unfortun continu place guest room offer reufund perk sleepless night sauna hotel need major overhaul
truthful,sofitel,negative,Web,"Didn't get the room we were promised. Kind of room we had reserved (2 queens) 'wasn't available. they then squeezed 3 adult ladies into 2 singles and a blow-up bed. Had to pile furniture on top of tables to get it in! Very unsatisfactory!! Will not return, will not recommend. Will tell people going to Chicago to NOT stay in your hotel. When I next visit Paris nextspring, I intend to stop at your world headquarters to tell them what I think of the Chicago facility.
",didnt get room promis kind room reserv queen wasnt avail squeez adult ladi singl blowup bed pile furnitur top tabl get unsatisfactori return recommend tell peopl go chicago stay hotel next visit pari nextspr intend stop world headquart tell think chicago facil
truthful,monaco,negative,Web,"My first stay at this hotel and was expecting good things based on reviews. For some reason, I kept being disappointed at every turn. Noisy room on the 4th floor. Could not get the room to cool down - it was stifling. BE WARNED - No water, no mini-bar no vending machine, no nothing once you get in your room. You might as well be in prison. They have coffee in the morning, but it starts at 6 so I had to wait both days. I guess that is convenient for them, but what about me? Workout facility - pretty small but not the smallest. The only treadmill I could get on was broken. Guess what a cooler with water in it! Oh no - it was only stocked for one day. After that nothing. Way to set expectations and then fail to deliver. Same with towels - one day they have them - next day they don't. They essentially forced me to sign up for their loyalty program to avoid a riduculous $10 charge for wireless (go a few doors down to Starbucks where it is free). They should fire the marketing moron who came up with that approach. I have stayed at much better for less. Won't be coming back.
",first stay hotel expect good thing base review reason kept disappoint everi turn noisi room th floor could get room cool stifl warn water minibar vend machin noth get room might well prison coffe morn start wait day guess conveni workout facil pretti small smallest treadmil could get broken guess cooler water oh stock one day noth way set expect fail deliv towel one day next day dont essenti forc sign loyalti program avoid riducul charg wireless go door starbuck free fire market moron came approach stay much better less wont come back
truthful,sofitel,negative,Web,"I never write these reviews, but felt that it was important to state that this hotel should not be the #1 2008 travelers choice. Terrible Service, Lazy Doormen/bellmen/concierge/valet, Lack of Respect, allow dogs to bark all morning after multiple complaints, Phantom charges to room, front dest at checkout and checkin were pompus. The icing on the cake was me watching the doormen stand and watch while a father tried to open a door to push his stroller through with his infant son, and the doorman watched on doing nothing. Me and my girlfriend are young, look young in how we dress, but in all honesty make more money than most...and we were treated like cheap poor kids. I had dinner reservations at Spaiggia and wanted to order a car to pick us up, the concierge exclaimed that, 'You know its not jeans and running shoes right Mr. Blank?' Assuming I was too dumb to realize that a 5 star $200/person restraunt wont allow tennis shoes because I am young? Very Dissapointed. Very nice looking, comfortable beds, great room service, contemporary, younger crowd, but service was terrible.
",never write review felt import state hotel travel choic terribl servic lazi doormenbellmenconciergevalet lack respect allow dog bark morn multipl complaint phantom charg room front dest checkout checkin pompu ice cake watch doormen stand watch father tri open door push stroller infant son doorman watch noth girlfriend young look young dress honesti make money mostand treat like cheap poor kid dinner reserv spaiggia want order car pick us concierg exclaim know jean run shoe right mr blank assum dumb realiz star person restraunt wont allow tenni shoe young dissapoint nice look comfort bed great room servic contemporari younger crowd servic terribl
truthful,james,negative,Web,"My parents booked five nights at The James for its location and good reviews. They had a terrible first night with defective air conditioning and not much sympathy from the management staff. They sent engineers three times to repair the unit, and they insisted that it was getting cooler when it wasn't, under the rationale that the summer temperature is high and the filter was dirty. At my parents' request, the hotel staff moved them to a lower floor with a queen instead of a king and with neither a rate discount nor an effort to compensate them for the inconvenience and discomfort. The hotel insisted they were fully booked and reluctantly gave them that room. Don't book this hotel in the summer. And by the way, there is no view at all from any of the rooms - except for the windows of other buildings.
",parent book five night jame locat good review terribl first night defect air condit much sympathi manag staff sent engin three time repair unit insist get cooler wasnt rational summer temperatur high filter dirti parent request hotel staff move lower floor queen instead king neither rate discount effort compens inconveni discomfort hotel insist fulli book reluctantli gave room dont book hotel summer way view room except window build
truthful,hilton,negative,Web,"Our non-smoking room smelled very badly of stale cigarette smoke. We were not allowed to change rooms. Also, the concierge staff was unprofessional, telling long winded personal stories to uninterested guests while long lines formed. The location was great. Hotel is dated, but would still be a nice place to stay if it weren't for customer service issues.
",nonsmok room smell badli stale cigarett smoke allow chang room also concierg staff unprofession tell long wind person stori uninterest guest long line form locat great hotel date would still nice place stay werent custom servic issu
truthful,james,negative,Web,"We stayed at the James hotel for a 40th birthday. The location was excellent for shopping and restaurants, but also very loud. The room was horrible. VERY SMALL. We had a double/double and it was the size of a college dorm room, plus completely white walls and linens. Absolutely no color except for one accent pillow. It was very sterile and uninviting. We were on the 11th floor and the lobby for the elevator was dark and done in red and balck with minimal lighting. It looked like the entrance to hell, if not a haunted house. Staff was very nice and accomodating. I would not return to this hotel.
",stay jame hotel th birthday locat excel shop restaur also loud room horribl small doubledoubl size colleg dorm room plu complet white wall linen absolut color except one accent pillow steril uninvit th floor lobbi elev dark done red balck minim light look like entranc hell haunt hous staff nice accomod would return hotel
truthful,sofitel,negative,Web,"The location is ideal. They have very high ceilings so the rooms appear much larger than they are. The views are great. There were fresh flowers in the bathroom. They had all white bedding. You feel like a princess there.
",locat ideal high ceil room appear much larger view great fresh flower bathroom white bed feel like princess
truthful,james,negative,Web,"Me, My sister and my best friend all went to stay here in the summer of 2004...they said there all spacious suites...yeah right...our room you could barely walk in...and they said theres 2 double beds...yeah well one was a pull out couch...and the bathroom...tiny tiny tiny...and it took forever and a day to check in and the people blamed us for throwing a book out the window and somehow someone knew exactly where it fell from and which room...yeah...i wouldnt stay here again
",sister best friend went stay summer said spaciou suitesyeah rightour room could bare walk inand said there doubl bedsyeah well one pull couchand bathroomtini tini tinyand took forev day check peopl blame us throw book window somehow someon knew exactli fell roomyeahi wouldnt stay
truthful,monaco,negative,Web,"This was a refreshing change from the ordinary. I loved the location, the service and the amenities offered by this hotel. The room was charming with a window seat and a water view. The decor was unique but cheerful. Free wireless internet services were a plus here. The staff was helpful and attentive. We loved having goldfish share our room! I would definitely stay here again.
",refresh chang ordinari love locat servic amen offer hotel room charm window seat water view decor uniqu cheer free wireless internet servic plu staff help attent love goldfish share room would definit stay
truthful,hilton,negative,Web,"Had a week long stay at the Hilton on south Michigan while attending a meeting. The hotel has some elegance in the lobby, meeting rooms and lounges - the hotel rooms could definitely use updating. I would definitely say that for the price of a room here - the rooms should be top notch. My car was misplaced during valet parking, our reservations were messed up, hotel staff showed up repeatedly throughout the week at our door with items (room service, a new coffee pot, laundry) that wasn't ours. I would not stay at this property again. There are much better places for the money in close proximity to Michigan Ave. It is a very big hotel and at times it felt like we were staying at Faulty Towers.
",week long stay hilton south michigan attend meet hotel eleg lobbi meet room loung hotel room could definit use updat would definit say price room room top notch car misplac valet park reserv mess hotel staff show repeatedli throughout week door item room servic new coffe pot laundri wasnt would stay properti much better place money close proxim michigan ave big hotel time felt like stay faulti tower
truthful,monaco,negative,Web,"We stayed at Hotel Monaco and upgraded to a suite. I was disappointed with the room layout, and shabby furniture. I bumped into the coffee table and the top almost crashed to the ground. The make up mirror in the bathroom didnt work, the TV reception was very poor and overall the room just wasnt worth the $450 we spent there. Next time, we will go back to Trump Tower across the street, which is far superior to Hotel Monaco.
",stay hotel monaco upgrad suit disappoint room layout shabbi furnitur bump coffe tabl top almost crash ground make mirror bathroom didnt work tv recept poor overal room wasnt worth spent next time go back trump tower across street far superior hotel monaco
truthful,james,negative,Web,"I stayed in a Deluxe King Suite. No desk to work at or to sit at to eat room service meals. The only table was coffee table height and the couch was some strange futon that was lower than the coffee table (!) and canted forward. Incredibly uncomfortable to sit at and ridiculous for room service meals or to work at computer. Since my room was configured like all the other Deluxe King Suites depicted in on line photos, I have to assume this design flaw with the couch/futon runs throughout the property. Bed was fine and bath was fine but I can't imagine why business travelers would rate this property well. The couch/futon seating is the worst I've encountered in a modern hotel.
",stay delux king suit desk work sit eat room servic meal tabl coffe tabl height couch strang futon lower coffe tabl cant forward incred uncomfort sit ridicul room servic meal work comput sinc room configur like delux king suit depict line photo assum design flaw couchfuton run throughout properti bed fine bath fine cant imagin busi travel would rate properti well couchfuton seat worst ive encount modern hotel
truthful,sofitel,negative,Web,"I stayed in this hotel during a business trip, and while conducting a business meeting in the hotel bar, a customer grabbed all of the cash out of my wallet. Security was informed, but I was told that I had to wait to talk to them. After about twenty minutes of waiting I was informed that if I did not continue to wait l would never be able to report the incident, despite the fact that I was a hotel guest. Unfortunately I had to go to a business dinner and could no longer wait. Long story short, I no longer felt comfortable in this hotel and wish that someone, anyone would have talked to me about it. I've since been on the phone with a manager, who promised to call me back once she researched the incident, and have yet to hear back, despite the promise that she would call me back two days ago. I expected more from this hotel.
",stay hotel busi trip conduct busi meet hotel bar custom grab cash wallet secur inform told wait talk twenti minut wait inform continu wait l would never abl report incid despit fact hotel guest unfortun go busi dinner could longer wait long stori short longer felt comfort hotel wish someon anyon would talk ive sinc phone manag promis call back research incid yet hear back despit promis would call back two day ago expect hotel
truthful,hilton,negative,Web,"I stayed at the Hilton Chicago because I was attending a conference at the hotel. The room was sufficient - had a coffee maker, bed, hangers, tv, etc. That's about where my compliments end: *restaurant rates are outrageous. $21 for a breakfast buffet? $25 to use the gym? $7.50/hr for WiFi!?!?! This is unacceptable when I'm paying $249 per night. Thank goodness the ice was free. *servers in the restaurant and bar were surly, not well-versed in English, and just rude. *computer monitors in rooms are silly and turn on at random times during the night *conference was incredibly cold...everybody was wearing their overcoats the entire time, despite our complaints to management. *fridge in room was not usable. had to store cold items in the ice bucket. *Cable channels just flat out SUCKED. I was soooo bored when I had to spend an hour in my room. If I'm paying that much, at least provide the full 70 channels.
",stay hilton chicago attend confer hotel room suffici coffe maker bed hanger tv etc that compliment end restaur rate outrag breakfast buffet use gym hr wifi unaccept im pay per night thank good ice free server restaur bar surli wellvers english rude comput monitor room silli turn random time night confer incred coldeverybodi wear overcoat entir time despit complaint manag fridg room usabl store cold item ice bucket cabl channel flat suck soooo bore spend hour room im pay much least provid full channel
truthful,monaco,negative,Web,"Very disappointed in our stay in Chicago Monoco. We have stayed many times elsewhere, primarily in washington DC and are accustomed to great customer service, beverages like water or soda at the wine bar, coffee and papers in the morning, help with bags. Not only did the Chicago monoco do none of these things, the staff was not helpful, either. Requests were not honored and the staff did not seem happy to be there. YOu got the feeling you were 'bothering' people if you asked a question. No bellman, the doorman did not open the door or help with bags. Even though we were traveling with a child, I had to request a fish when they did not bring it. Really baffling.. as we love the Monoco in Washington.
",disappoint stay chicago monoco stay mani time elsewher primarili washington dc accustom great custom servic beverag like water soda wine bar coffe paper morn help bag chicago monoco none thing staff help either request honor staff seem happi got feel bother peopl ask question bellman doorman open door help bag even though travel child request fish bring realli baffl love monoco washington
truthful,hilton,negative,Web,"Months prior to my 5-night reservation with the Hilton Chicago I requested a room that allowed in a lot of natural light, facing an open view, not a close building. (The reservation was made through a conference travel agency.) I confirmed my request by telephone a few days in advance directly with the hotel and at check-in the clerk noted it in my record. She told me it would be difficult to find, but consulted a chart and appeared to be satisfied with the room she assigned me. I was very surprised to open the door onto a room on the inside of one of the towers, tucked into a very dark corner, facing a wall of rooms. I called the desk immediately and was told that the hotel was sold out and it was hard to tell what rooms were still available that suited my request, but to 'sit tight' and someone would call me. No one did. Further calls yielded similar results. At one point I was told I could have a 'parlor room,' with a sofa bed, at a reduced rate, but I could not go see the room before committing to moving. That's real hospitality for you. Worried that a bad sofa bed could be worse than rooming in a cave, I ended up staying in the dreadfully dark room. (I had asked for a bright room with one bed and got a dark room with two beds.) The only redeeming feature of the room was that it had 2 bathrooms. Other than that, it was tight quarters with a tiny closet, two uncomfortably low chairs, at the desk and in a (dark) corner. Light fixtures didn't do much to brighten things up. Since I was here at a conference, I really wanted a bright environment to wake up early and start the workday in and to have as a cheerful office for mid-day calls and e-mail, but instead I got a cave. Consequently, I spent as little time as possible in the room and next time I am in Chicago, conference or not, I will absolutely stay at another hotel. There are much better locations that the Hilton Chicago and looking at the percentage of 'inside tower' rooms, places with a much better chance of having a bright room as well as better customer service. Shame on the Chicago Hilton.
",month prior night reserv hilton chicago request room allow lot natur light face open view close build reserv made confer travel agenc confirm request telephon day advanc directli hotel checkin clerk note record told would difficult find consult chart appear satisfi room assign surpris open door onto room insid one tower tuck dark corner face wall room call desk immedi told hotel sold hard tell room still avail suit request sit tight someon would call one call yield similar result one point told could parlor room sofa bed reduc rate could go see room commit move that real hospit worri bad sofa bed could wors room cave end stay dread dark room ask bright room one bed got dark room two bed redeem featur room bathroom tight quarter tini closet two uncomfort low chair desk dark corner light fixtur didnt much brighten thing sinc confer realli want bright environ wake earli start workday cheer offic midday call email instead got cave consequ spent littl time possibl room next time chicago confer absolut stay anoth hotel much better locat hilton chicago look percentag insid tower room place much better chanc bright room well better custom servic shame chicago hilton
truthful,monaco,negative,Web,"The service was reasonably well...they seemed to have my reservation and checked me in fairly easily. The location was fine being that it was central to the city but I found out that it was also a tremendous drawback. It was interesting that the survey I took at the hotel in order to obtain internet access at the hotel asked what my most important quality was in a hotel visit and my response 'Quiet'. My visit was anything but, mainly attributed to the fact that they put me on the second floor, facing the street. I awoke at 4 a.m. and never did return to sleep because of the constant street noise and screeching of the L train that sounded as though it was just outside my window. Not the most conducive for a restful sleep prior to an important meeting. At check-out when I informed the hotel clerk of my dissatisfation he chuckled and said, ' Ah, city noise.'
",servic reason wellthey seem reserv check fairli easili locat fine central citi found also tremend drawback interest survey took hotel order obtain internet access hotel ask import qualiti hotel visit respons quiet visit anyth mainli attribut fact put second floor face street awok never return sleep constant street nois screech l train sound though outsid window conduc rest sleep prior import meet checkout inform hotel clerk dissatisf chuckl said ah citi nois
